TIME - 00:17:08.770 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:17:44.494 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:17:46.503 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:17:48.470 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:17:51.156 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:17:51.254 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:17:51.577 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:17:51.972 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:17:52.392 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:17:56.394 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:17:56.469 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:17:57.458 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:17:57.462 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:17:58.195 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:17:58.400 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:17:58.400 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:18:00.418 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:18:02.249 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:18:04.947 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:18:05.040 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:18:05.508 | INFO  | utility.ReusableFunctions :- Input value - locked_out_user was provided to the element.
TIME - 00:18:05.789 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:18:06.002 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:18:10.003 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:18:30.784 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:18:31.636 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:18:31.815 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:18:31.816 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:18:33.902 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:18:35.205 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:18:37.872 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:18:37.990 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:18:38.478 | INFO  | utility.ReusableFunctions :- Input value - problem_user was provided to the element.
TIME - 00:18:38.962 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:18:39.297 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:18:43.300 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:19:03.932 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:19:04.754 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:19:04.936 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:19:04.937 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:19:07.163 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:19:08.471 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:19:11.053 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:19:11.159 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:19:11.636 | INFO  | utility.ReusableFunctions :- Input value - performance_glitch_user was provided to the element.
TIME - 00:19:11.995 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:19:17.343 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:19:21.346 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:19:21.434 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:19:22.348 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  performance_glitch_user and Password - secret_sauce
TIME - 00:19:22.350 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:19:23.506 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:19:23.688 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:19:23.688 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:19:25.606 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:19:27.631 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:19:30.157 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:19:32.671 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:19:32.746 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:19:33.282 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:19:33.460 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:19:33.722 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:19:37.723 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:19:37.785 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:19:38.662 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:19:40.664 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:19:45.893 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 00:19:47.895 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:19:47.986 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 00:19:48.113 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:19:50.114 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:19:50.175 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:19:50.886 | INFO  | testLogic.TL_Login :- User has successfully logged out of the application.
TIME - 00:19:51.225 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:19:52.098 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:19:52.335 | DEBUG | testSets.TS_LogsCheck :- Debug Logged message.
TIME - 00:19:52.335 | INFO  | testSets.TS_LogsCheck :- Info Logged message.
TIME - 00:19:52.336 | TRACE | testSets.TS_LogsCheck :- Trace Logged message.
TIME - 00:19:52.336 | WARN  | testSets.TS_LogsCheck :- Warning Logged message.
TIME - 00:19:52.337 | ERROR | testSets.TS_LogsCheck :- Error Logged message.
TIME - 00:19:52.337 | FATAL | testSets.TS_LogsCheck :- Fatal Logged message.
TIME - 00:20:04.178 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:20:04.183 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:20:04.183 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:20:04.258 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:20:04.260 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:20:04.276 | DEBUG | testSets.TS_LogsCheck :- Debug Logged message.
TIME - 00:20:04.276 | INFO  | testSets.TS_LogsCheck :- Info Logged message.
TIME - 00:20:04.276 | TRACE | testSets.TS_LogsCheck :- Trace Logged message.
TIME - 00:20:04.277 | WARN  | testSets.TS_LogsCheck :- Warning Logged message.
TIME - 00:20:04.277 | ERROR | testSets.TS_LogsCheck :- Error Logged message.
TIME - 00:20:04.278 | FATAL | testSets.TS_LogsCheck :- Fatal Logged message.
TIME - 00:20:07.725 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:20:08.644 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:20:09.943 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:20:12.502 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:20:12.698 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:20:13.155 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:20:13.554 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:20:13.887 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:20:17.890 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:20:18.010 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:20:18.683 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:20:20.684 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:20:20.863 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 00:20:22.866 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:20:22.940 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 00:20:23.009 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:20:25.010 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:20:25.067 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:20:25.491 | INFO  | testLogic.TL_Login :- User has successfully logged out of the application.
TIME - 00:20:25.494 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:20:26.455 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:20:26.903 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 00:20:26.903 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:20:26.917 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:20:26.919 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:20:26.919 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:20:28.583 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:20:31.018 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:20:33.554 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:20:33.671 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:20:34.046 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:20:34.374 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:20:34.734 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:20:38.736 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:20:38.836 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:20:39.868 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:20:39.870 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:20:41.188 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:20:41.442 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:20:41.443 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:20:43.309 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:20:45.967 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:20:48.402 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:20:48.520 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:20:49.062 | INFO  | utility.ReusableFunctions :- Input value - locked_out_user was provided to the element.
TIME - 00:20:49.489 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:20:49.648 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:20:53.649 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:21:14.557 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:21:15.321 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:21:15.513 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:21:15.514 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:21:17.682 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:21:19.485 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:21:22.082 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:21:22.178 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:21:22.570 | INFO  | utility.ReusableFunctions :- Input value - problem_user was provided to the element.
TIME - 00:21:22.754 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:21:22.969 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:21:26.969 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:21:47.602 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:21:48.326 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:21:48.463 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:21:48.464 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:21:50.582 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:21:52.235 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:21:54.773 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:21:54.872 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:21:55.088 | INFO  | utility.ReusableFunctions :- Input value - performance_glitch_user was provided to the element.
TIME - 00:21:55.396 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:22:00.631 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:22:04.632 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:22:04.702 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:22:05.430 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  performance_glitch_user and Password - secret_sauce
TIME - 00:22:05.434 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:22:06.242 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:22:06.414 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:22:06.414 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:22:08.785 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:22:09.706 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:22:10.860 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:22:13.429 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:22:13.525 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:22:13.866 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:22:14.164 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:22:14.365 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:22:18.367 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:22:18.504 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:22:19.601 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:22:21.603 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:22:21.802 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 00:22:23.804 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:22:23.975 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 00:22:24.086 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:22:26.087 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:22:26.130 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:22:26.517 | INFO  | testLogic.TL_Login :- User has successfully logged out of the application.
TIME - 00:22:26.662 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:22:27.478 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:23:49.969 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:23:50.349 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:23:50.350 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:23:50.454 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 00:23:50.455 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:23:50.478 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:23:50.478 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:23:50.479 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:23:50.479 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:23:50.483 | DEBUG | testSets.TS_LogsCheck :- Debug Logged message.
TIME - 00:23:50.485 | INFO  | testSets.TS_LogsCheck :- Info Logged message.
TIME - 00:23:50.486 | TRACE | testSets.TS_LogsCheck :- Trace Logged message.
TIME - 00:23:50.486 | WARN  | testSets.TS_LogsCheck :- Warning Logged message.
TIME - 00:23:50.487 | ERROR | testSets.TS_LogsCheck :- Error Logged message.
TIME - 00:23:50.488 | FATAL | testSets.TS_LogsCheck :- Fatal Logged message.
TIME - 00:23:50.499 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:23:50.504 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:23:50.506 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:23:53.898 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:23:53.898 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:23:53.974 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:23:55.782 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:23:55.795 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:23:57.640 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:23:57.640 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:23:57.652 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:24:00.189 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:24:00.378 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:24:00.561 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:24:00.678 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:24:00.774 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:24:00.975 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:24:01.162 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:24:01.246 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:24:01.260 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:24:01.669 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:24:05.672 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:24:22.705 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:24:23.256 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:24:23.360 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:24:24.014 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:26:41.336 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:26:41.344 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:26:41.344 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:26:41.383 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 00:26:41.384 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:26:41.392 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:26:41.393 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:26:41.399 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:26:41.401 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:26:41.401 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:26:44.645 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:26:44.645 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:26:45.959 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:26:47.284 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
